user_id,first_name,last_name,email,company_name,domain_name,signup_date,plan,monthly_fee,status,last_login,total_revenue_generated,signup_month,signup_year
956,Justin,Hogan,justin.hogan@ramos.com,Gardner-Fisher,thornton.com,2023-11-16,Professional,97,Canceled,2024-03-31,776,11,2023
957,Matthew,Greer,matthew.greer@newton.org,"Pineda, Mathews and Willis",miller.com,2023-05-04,Professional,97,Canceled,2024-09-10,291,5,2023
958,Lindsey,Green,lindsey.green@hunter-torres.info,"Martinez, Haas and Harris",summers.com,2023-04-12,Professional,97,Active,2023-04-17,194,4,2023
959,Cody,Thompson,cody.thompson@williams.com,"Elliott, Kennedy and Dickerson",hurst.com,2023-11-27,Enterprise,199,Canceled,2024-12-30,2189,11,2023
960,Tammy,Love,tammy.love@miller.com,Wall Ltd,bailey.biz,2023-03-22,Professional,97,Canceled,2025-01-06,776,3,2023
961,Michael,Manning,michael.manning@ward-rowland.biz,Allen-Hayes,moore-reynolds.com,2024-08-11,Enterprise,199,Active,2024-08-17,995,8,2024
962,Alex,Morgan,alex.morgan@edwards.com,Phillips and Sons,serrano.biz,2024-04-14,Enterprise,199,Canceled,2024-05-14,398,4,2024
963,Barry,Chen,barry.chen@reeves.com,Espinoza-Bradford,williams-davis.com,2023-08-31,Enterprise,199,Active,2024-08-03,3383,8,2023
964,James,Bauer,james.bauer@holmes-wagner.com,Campbell LLC,hartman.info,2023-08-10,Starter,47,Active,2024-11-20,658,8,2023
965,Kevin,Mcgrath,kevin.mcgrath@reese.net,Davis-Robinson,leach.net,2024-01-28,Professional,97,Canceled,2024-10-03,485,1,2024
966,James,Blackburn,james.blackburn@doyle.biz,Cantrell Group,armstrong.biz,2024-05-20,Professional,97,Active,2024-12-26,1940,5,2024
967,Janet,Ayala,janet.ayala@schneider.com,"Vance, Larson and Pearson",cooper.com,2023-08-21,Professional,97,Canceled,2025-01-18,291,8,2023
968,Margaret,Cruz,margaret.cruz@mejia.info,Mullins Group,chen-santiago.biz,2023-12-19,Enterprise,199,Canceled,2024-06-16,1990,12,2023
969,Maria,Wagner,maria.wagner@chavez-stone.com,Mitchell Ltd,johnson.info,2023-01-31,Professional,97,Canceled,2023-11-26,1067,1,2023
970,Stephanie,Jones,stephanie.jones@underwood.com,Rogers and Sons,nixon.com,2025-01-08,Professional,97,Active,2025-01-11,2134,1,2025
971,Julie,Gonzalez,julie.gonzalez@murphy-hampton.com,Martin Ltd,adams.info,2024-06-18,Starter,47,Active,2024-06-29,282,6,2024
972,Brittany,Nichols,brittany.nichols@campos.info,Smith Ltd,guzman-stein.com,2024-09-15,Enterprise,199,Active,2024-12-11,3980,9,2024
973,Cynthia,Cook,cynthia.cook@jordan.com,"Bradford, Hunter and Morgan",cook.info,2023-05-19,Enterprise,199,Canceled,2023-09-16,398,5,2023
974,Karina,Johnson,karina.johnson@shannon-cruz.com,Armstrong-Galloway,knapp-mcdonald.info,2024-01-27,Enterprise,199,Active,2025-01-02,4776,1,2024
975,Caleb,Miller,caleb.miller@willis-alvarez.com,Davis-Dunn,larson-short.com,2023-08-29,Professional,97,Active,2024-05-08,1843,8,2023
976,Teresa,Williams,teresa.williams@nolan.com,Baker-Goodwin,doyle.com,2023-11-17,Professional,97,Active,2024-12-31,291,11,2023
977,Tyler,Lopez,tyler.lopez@rodriguez.com,Schneider-Smith,fields.net,2025-01-21,Enterprise,199,Canceled,2025-01-21,199,1,2025
978,David,Wright,david.wright@ballard.org,"Clarke, Mcclain and Scott",mcgee.com,2023-09-05,Starter,47,Active,2024-03-17,658,9,2023
979,Monique,Jackson,monique.jackson@diaz.com,Thomas-Rodriguez,cook.com,2023-07-18,Professional,97,Canceled,2024-06-12,582,7,2023
980,David,Sutton,david.sutton@hall-allen.com,Lawson PLC,cole.net,2023-05-16,Professional,97,Canceled,2024-09-20,776,5,2023
981,Kelly,Washington,kelly.washington@gomez-murray.com,Ross and Sons,smith-anderson.com,2024-11-09,Starter,47,Active,2025-01-18,188,11,2024
982,James,Nichols,james.nichols@johnson-payne.com,"Livingston, Smith and Ross",cisneros.com,2024-05-20,Enterprise,199,Canceled,2024-07-17,1592,5,2024
983,Victoria,Gonzalez,victoria.gonzalez@shaw.com,Smith Inc,butler.com,2024-08-23,Professional,97,Active,2024-09-27,2328,8,2024
984,Desiree,Simpson,desiree.simpson@morris.com,"Vasquez, Gonzalez and English",stewart.com,2024-06-26,Starter,47,Canceled,2024-08-08,94,6,2024
985,Samuel,Martinez,samuel.martinez@cooper.com,"Mitchell, Moreno and Ayers",bullock-spencer.com,2023-11-21,Professional,97,Active,2024-03-10,1067,11,2023
986,Megan,Sharp,megan.sharp@mcdonald-cook.info,"Cruz, Smith and Hamilton",daniel.biz,2023-09-23,Professional,97,Active,2023-09-25,388,9,2023
987,Katrina,Harris,katrina.harris@kim-ayers.biz,"Wilson, Kennedy and Mueller",carter-bell.com,2023-09-17,Starter,47,Canceled,2024-06-13,423,9,2023
988,Mary,Lindsey,mary.lindsey@freeman.com,Mendez-Fischer,meadows.com,2024-10-15,Enterprise,199,Active,2024-11-05,2985,10,2024
989,Victor,Smith,victor.smith@warren.com,"Hernandez, Turner and Clay",cohen.net,2024-06-22,Starter,47,Active,2024-07-22,611,6,2024
990,Barbara,King,barbara.king@steele.info,Kelly-Campbell,williams.com,2024-07-28,Enterprise,199,Canceled,2025-01-09,2189,7,2024
991,Leslie,Dunn,leslie.dunn@hogan.com,"Aguilar, Yu and Martin",lawrence.com,2024-10-05,Professional,97,Active,2024-10-17,776,10,2024
992,Hannah,Ward,hannah.ward@burton.com,"Martinez, Johnston and Howell",higgins-erickson.biz,2023-04-21,Professional,97,Canceled,2023-05-21,873,4,2023
993,Juan,Smith,juan.smith@flowers.com,Rodriguez-Bennett,walker-rowland.org,2023-11-05,Enterprise,199,Active,2024-07-17,3582,11,2023
994,Michael,Smith,michael.smith@wilkinson-stewart.com,Scott Inc,moody.net,2023-08-26,Enterprise,199,Canceled,2024-08-01,1194,8,2023
995,Gregory,Butler,gregory.butler@parker.com,"Malone, Burgess and Cordova",davis.net,2023-07-14,Professional,97,Canceled,2024-01-13,1067,7,2023
996,Cynthia,Baker,cynthia.baker@miller.com,Dougherty-Taylor,young.org,2024-11-02,Professional,97,Active,2024-12-18,582,11,2024
997,Briana,Scott,briana.scott@smith.com,Castillo LLC,rodriguez.com,2024-12-07,Professional,97,Canceled,2024-12-09,291,12,2024
998,Susan,Le,susan.le@rojas-hicks.org,Gonzalez Inc,brown-jones.info,2024-09-17,Professional,97,Active,2025-01-05,2231,9,2024
999,Charles,Carr,charles.carr@woods.org,Smith-Fischer,hamilton.net,2024-08-06,Starter,47,Canceled,2024-09-16,141,8,2024
1000,Jacob,Thompson,jacob.thompson@valdez.com,Gibson Group,roberts.com,2024-03-27,Professional,97,Canceled,2024-05-10,291,3,2024
1001,Jennifer,Robinson,jennifer.robinson@taylor.com,Williams Inc,allen.com,2023-12-03,Professional,97,Canceled,2024-05-03,291,12,2023
1002,Scott,Johnson,scott.johnson@smith.com,Williams LLC,malone.com,2024-08-13,Starter,47,Active,2024-10-30,1034,8,2024
1003,Vernon,Nguyen,vernon.nguyen@gross.com,Newman-Hughes,walters.com,2023-03-27,Starter,47,Active,2024-11-10,282,3,2023
1004,Douglas,Jackson,douglas.jackson@smith.com,"Gray, Levy and Mcdonald",poole-smith.info,2024-09-02,Enterprise,199,Canceled,2024-11-14,1592,9,2024
1005,Chad,Lopez,chad.lopez@morris.com,"Calderon, Mckenzie and Griffin",lucas-trujillo.com,2023-05-19,Starter,47,Active,2023-09-09,940,5,2023
1006,Bianca,Sparks,bianca.sparks@simmons.com,Erickson Ltd,adams-larson.biz,2024-04-27,Enterprise,199,Canceled,2024-11-10,1990,4,2024
1007,John,Russo,john.russo@jordan.net,"Johnson, Baker and Yang",odom.info,2023-10-16,Starter,47,Active,2024-08-14,564,10,2023
1008,Jim,Frazier,jim.frazier@alvarado.info,Russell LLC,reynolds.com,2023-11-22,Enterprise,199,Active,2024-08-06,3582,11,2023
1009,John,Williams,john.williams@chan.com,Robinson-Snyder,kane.com,2024-08-23,Starter,47,Canceled,2025-01-17,47,8,2024
1010,Frank,Anderson,frank.anderson@wyatt-hickman.biz,"Morgan, Chapman and Hall",williams-walker.com,2023-08-07,Starter,47,Active,2024-09-01,376,8,2023
1011,Michael,Gentry,michael.gentry@marshall.net,Hendrix Ltd,watts.com,2023-03-25,Enterprise,199,Canceled,2023-11-08,2189,3,2023
1012,Tiffany,Stone,tiffany.stone@stewart.com,"Frey, Cain and Lambert",hooper.com,2024-02-04,Starter,47,Canceled,2024-11-11,141,2,2024
1013,Cynthia,Anderson,cynthia.anderson@peterson-smith.com,"Peterson, Ward and Jacobs",erickson.com,2023-09-04,Starter,47,Active,2023-09-17,987,9,2023
1014,Alicia,Burgess,alicia.burgess@garcia-patterson.info,"Campbell, Ball and Horn",bennett.com,2024-08-28,Enterprise,199,Canceled,2024-12-08,1194,8,2024
1015,Douglas,Hamilton,douglas.hamilton@williams.com,"Mcfarland, Terry and Harrison",moody.biz,2024-06-20,Starter,47,Active,2024-08-22,47,6,2024
1016,Michael,Rasmussen,michael.rasmussen@sanchez.com,Blackwell Group,white-dougherty.com,2024-12-13,Starter,47,Active,2024-12-25,1081,12,2024
1017,Tina,Robertson,tina.robertson@rivera-torres.com,"Ayers, Sutton and Bowen",sanchez.com,2024-01-23,Enterprise,199,Active,2024-02-08,2189,1,2024
1018,Chris,Kane,chris.kane@flores.com,Vasquez PLC,acevedo-fleming.com,2024-12-07,Enterprise,199,Canceled,2025-01-01,398,12,2024
1019,Anthony,Ferguson,anthony.ferguson@davis.com,Vasquez Ltd,smith-pierce.com,2023-05-06,Professional,97,Canceled,2024-02-19,582,5,2023
1020,Dana,Jones,dana.jones@murphy.com,Carter-Thompson,lee-roberts.com,2023-12-04,Enterprise,199,Active,2024-05-08,3383,12,2023
1021,Martin,Brown,martin.brown@wright-taylor.com,Chandler-Stewart,dillon.com,2024-01-22,Professional,97,Active,2024-09-19,776,1,2024
1022,Dawn,Jackson,dawn.jackson@bullock.com,"Smith, Davis and Robinson",fields.com,2023-10-06,Professional,97,Canceled,2023-10-25,873,10,2023
1023,Justin,Parker,justin.parker@white.net,Moore-Payne,hayden-scott.com,2024-07-03,Professional,97,Active,2025-01-17,1649,7,2024
1024,Chad,Thomas,chad.thomas@reed.org,Smith-Brennan,mckinney.com,2024-05-31,Enterprise,199,Active,2024-07-14,2587,5,2024
1025,Michael,Thomas,michael.thomas@robinson.com,"Parker, Young and Gutierrez",pearson.biz,2024-01-19,Professional,97,Canceled,2024-12-19,1164,1,2024
1026,Ricky,Smith,ricky.smith@reid.com,Sims-Jimenez,lewis.biz,2025-01-07,Enterprise,199,Active,2025-01-13,4577,1,2025
1027,Thomas,Morrison,thomas.morrison@goodwin-hall.net,"Fischer, Nelson and Walker",alvarado-ho.com,2024-06-14,Professional,97,Canceled,2025-01-06,1164,6,2024
1028,Stephanie,Nelson,stephanie.nelson@briggs.com,Hunter and Sons,dennis.info,2024-07-21,Starter,47,Canceled,2025-01-05,235,7,2024
1029,Karen,Smith,karen.smith@bennett.com,Wilson-Mcpherson,jackson-murphy.net,2024-07-16,Professional,97,Canceled,2024-08-06,388,7,2024
1030,Christopher,Jones,christopher.jones@hill.org,"Stevenson, Clark and Owens",duncan-rubio.com,2024-07-20,Enterprise,199,Canceled,2024-12-18,995,7,2024
1031,Kaitlin,Williams,kaitlin.williams@holloway.biz,Mayo-Cochran,wilcox.com,2023-08-16,Starter,47,Active,2024-02-24,423,8,2023
1032,Tyler,Chavez,tyler.chavez@vargas-hopkins.com,Underwood Inc,fuller.com,2023-01-29,Starter,47,Active,2023-12-10,564,1,2023
1033,Ann,Becker,ann.becker@bird.com,Herman PLC,hobbs-griffith.com,2024-01-19,Enterprise,199,Active,2024-02-13,2388,1,2024
1034,Amanda,Allen,amanda.allen@fields-hunter.com,"Smith, Lucero and Hodge",williams.info,2024-11-10,Professional,97,Canceled,2024-12-17,582,11,2024
1035,Christian,Roberts,christian.roberts@stanley.com,"Thompson, Patterson and Rivera",stewart.org,2024-05-26,Starter,47,Active,2024-08-06,799,5,2024
1036,Theresa,Moore,theresa.moore@rogers-davis.com,Johnston-Allen,frey.com,2024-05-04,Starter,47,Canceled,2025-01-17,329,5,2024
1037,Matthew,Harmon,matthew.harmon@clark-hill.com,Larson-Liu,smith.net,2024-04-11,Enterprise,199,Active,2025-01-20,1194,4,2024
1038,Gerald,Moore,gerald.moore@newman.com,Richardson-Valencia,wright.biz,2024-02-24,Professional,97,Active,2024-10-18,485,2,2024
1039,Kenneth,Hudson,kenneth.hudson@sparks.com,Duncan-Moore,garcia.com,2024-04-20,Enterprise,199,Active,2025-01-21,2985,4,2024
1040,Breanna,Johnson,breanna.johnson@west-golden.net,Wilkerson LLC,hart.com,2023-05-15,Professional,97,Active,2024-05-01,1455,5,2023
1041,Jeremy,Rogers,jeremy.rogers@wall.com,Garcia PLC,norris.com,2023-12-22,Starter,47,Canceled,2024-04-22,188,12,2023
1042,James,Sandoval,james.sandoval@boyle.com,Moore-Johnson,scott.biz,2024-11-27,Enterprise,199,Canceled,2024-12-15,1592,11,2024
1043,James,Vargas,james.vargas@johnson.com,"Riggs, Dominguez and Powell",parks-hawkins.biz,2024-06-20,Professional,97,Active,2024-08-23,1261,6,2024
1044,Kyle,Gross,kyle.gross@mitchell-andrews.org,"Ferguson, Rios and Tucker",kidd-dunn.org,2024-06-03,Professional,97,Canceled,2024-09-23,388,6,2024
1045,Autumn,Shah,autumn.shah@dennis.com,Richardson and Sons,holloway.org,2024-06-27,Enterprise,199,Canceled,2024-10-13,995,6,2024
1046,Donna,Price,donna.price@cox.info,Gray LLC,ford.net,2023-12-05,Starter,47,Canceled,2024-09-07,47,12,2023
1047,Marissa,Shaw,marissa.shaw@miller-bentley.info,"Jackson, Steele and Howard",scott-evans.com,2024-11-09,Enterprise,199,Canceled,2025-01-04,1194,11,2024
1048,Jermaine,Wells,jermaine.wells@rowe.net,Clark Group,lang.com,2023-04-26,Professional,97,Active,2023-09-12,970,4,2023
1049,Steven,Middleton,steven.middleton@taylor.com,Williams-Garcia,page-hartman.com,2024-01-06,Professional,97,Canceled,2024-05-19,873,1,2024
1050,Natalie,Hubbard,natalie.hubbard@crawford.com,"Brock, Riley and Miller",williams.com,2023-11-11,Professional,97,Canceled,2024-12-03,97,11,2023
1051,Leslie,Pacheco,leslie.pacheco@perry-moore.info,"Porter, Strickland and Martinez",norman.com,2023-02-25,Professional,97,Active,2023-12-29,1649,2,2023
1052,Gregg,Sellers,gregg.sellers@harris.com,French-Dickson,ortega-moreno.biz,2023-10-06,Enterprise,199,Active,2024-01-31,4179,10,2023
1053,Brian,Thomas,brian.thomas@nichols.com,Adams and Sons,wallace-gonzales.info,2023-12-25,Starter,47,Canceled,2024-06-25,329,12,2023
1054,Brian,Morris,brian.morris@johnson.info,Larson Ltd,watson.com,2024-08-29,Professional,97,Canceled,2024-10-07,194,8,2024
1055,Kimberly,Farmer,kimberly.farmer@johnson.com,"Holmes, Marsh and Herrera",griffith-hampton.biz,2024-04-12,Enterprise,199,Canceled,2024-06-01,1393,4,2024
1056,Henry,Smith,henry.smith@kennedy.com,Price-Nichols,ellis-young.com,2023-06-05,Starter,47,Canceled,2024-05-01,282,6,2023
1057,Charles,Murphy,charles.murphy@rodriguez-knox.com,Avery-Nguyen,eaton.org,2024-06-09,Professional,97,Active,2024-11-08,1067,6,2024
1058,Jennifer,Elliott,jennifer.elliott@stanley.org,Garcia PLC,schaefer.org,2023-02-23,Enterprise,199,Canceled,2024-05-11,2388,2,2023
1059,John,Kirby,john.kirby@rosario.com,Hebert-Patterson,smith-davis.com,2024-09-07,Starter,47,Active,2024-12-03,329,9,2024
1060,Angela,Forbes,angela.forbes@travis-james.com,"Jackson, Bell and Johnston",ferguson.com,2024-09-09,Starter,47,Active,2024-12-27,47,9,2024
1061,Jill,Martin,jill.martin@cole-young.com,Deleon-Haney,goodman.com,2023-08-15,Enterprise,199,Canceled,2024-05-29,398,8,2023
1062,Kimberly,Cunningham,kimberly.cunningham@diaz.net,Thomas-Flores,ross-price.com,2023-12-12,Professional,97,Canceled,2024-02-07,679,12,2023
1063,Daniel,Smith,daniel.smith@williams.com,"Figueroa, Rush and Banks",wall.net,2024-05-24,Starter,47,Canceled,2024-10-07,517,5,2024
1064,Michael,Brown,michael.brown@jordan.biz,Flores Group,davis.info,2024-05-23,Enterprise,199,Active,2024-08-13,3582,5,2024
1065,Catherine,Dawson,catherine.dawson@padilla.info,Mendoza Inc,villa-lopez.com,2023-12-05,Enterprise,199,Canceled,2024-01-26,2189,12,2023
1066,Lisa,Cabrera,lisa.cabrera@lambert.com,Williams-Miller,howe.org,2023-03-08,Starter,47,Active,2023-03-09,141,3,2023
1067,Edward,Rogers,edward.rogers@johnson.net,"Porter, Barker and Carter",english-cohen.biz,2024-10-28,Professional,97,Active,2024-12-07,1746,10,2024
1068,Melissa,Mcintosh,melissa.mcintosh@ramirez.org,"Cole, Adams and Mayer",garcia.org,2024-07-28,Starter,47,Active,2024-09-13,423,7,2024
1069,Marcus,Grimes,marcus.grimes@trujillo-bean.info,"Weaver, Mcdaniel and Stafford",carter-miller.biz,2023-02-17,Professional,97,Active,2024-11-26,2231,2,2023
1070,Connie,Parrish,connie.parrish@walsh.com,Levy LLC,barr.com,2023-09-14,Starter,47,Active,2023-12-24,564,9,2023
1071,Brad,Mata,brad.mata@parsons-mitchell.info,Madden-Wright,le.biz,2023-04-30,Enterprise,199,Active,2024-08-13,3383,4,2023
1072,Lucas,Carr,lucas.carr@hunt-waller.net,Hunter-Phillips,cox-small.com,2024-07-20,Starter,47,Canceled,2024-08-29,423,7,2024
1073,Rebecca,Townsend,rebecca.townsend@patton.com,Miller Inc,durham.com,2024-01-25,Professional,97,Canceled,2024-09-17,194,1,2024
1074,Brady,Rodriguez,brady.rodriguez@johnson.com,"Cruz, Campbell and Hoffman",thomas.org,2024-07-22,Enterprise,199,Canceled,2024-09-20,1194,7,2024
1075,John,Noble,john.noble@holland.biz,"Burns, Sanchez and Griffin",herrera-harris.com,2023-07-15,Enterprise,199,Active,2024-09-18,2985,7,2023
1076,Sean,Lane,sean.lane@burnett.com,Levine-Barr,wright.net,2024-06-24,Enterprise,199,Canceled,2025-01-08,597,6,2024
1077,Christopher,Graham,christopher.graham@garcia-drake.net,Dillon-Bradford,osborne-smith.com,2023-08-18,Enterprise,199,Active,2024-10-01,199,8,2023
1078,Robert,Smith,robert.smith@owens-walker.org,"David, Avery and Warren",smith-gibson.com,2023-10-07,Professional,97,Active,2024-02-06,1940,10,2023
1079,Mark,Black,mark.black@taylor.biz,Bailey PLC,chan.com,2025-01-03,Enterprise,199,Canceled,2025-01-16,1791,1,2025
1080,David,Lewis,david.lewis@wright.com,"Shelton, Castaneda and Mayer",hernandez-skinner.com,2023-05-17,Professional,97,Canceled,2023-09-25,679,5,2023
1081,Aimee,Kline,aimee.kline@harrison-proctor.com,"Gregory, Cherry and Hughes",barber.com,2023-05-12,Professional,97,Active,2024-03-25,2134,5,2023
1082,James,Howe,james.howe@ellis-collins.com,Li-Carson,andrade.com,2023-09-26,Starter,47,Active,2023-10-03,893,9,2023
1083,Dylan,Jones,dylan.jones@gonzalez-shannon.net,"Bauer, Goodman and Lee",garcia-reid.com,2025-01-12,Starter,47,Active,2025-01-18,658,1,2025
1084,Ryan,Perez,ryan.perez@sanchez.com,Nelson Ltd,joyce.info,2023-05-07,Enterprise,199,Active,2024-07-04,2786,5,2023
1085,Jason,Miller,jason.miller@hunt.com,"Powell, Campos and Black",bell.org,2023-09-10,Professional,97,Active,2024-09-06,291,9,2023
1086,Anthony,Gilbert,anthony.gilbert@moore.info,Lowery-Alvarez,gray-lawrence.org,2024-05-31,Professional,97,Canceled,2024-09-01,582,5,2024
1087,Charles,Henderson,charles.henderson@mills.com,Nunez Group,lee.com,2023-12-28,Enterprise,199,Canceled,2024-05-07,398,12,2023
1088,Kimberly,Martinez,kimberly.martinez@stone-lewis.org,Silva LLC,wheeler.net,2024-12-11,Professional,97,Canceled,2025-01-03,1164,12,2024
1089,Gerald,Smith,gerald.smith@walker-davis.com,Paul Ltd,phillips.info,2024-12-10,Professional,97,Canceled,2024-12-10,485,12,2024
1090,Denise,Chang,denise.chang@price-conway.info,Harris-Johnson,thomas.com,2023-12-11,Enterprise,199,Active,2024-04-15,2189,12,2023
1091,Chad,Carson,chad.carson@ho.com,Rodriguez Ltd,brown.net,2024-04-19,Starter,47,Active,2024-09-10,47,4,2024
1092,Renee,Shelton,renee.shelton@ali.com,Cobb-Woods,miller.com,2024-12-07,Enterprise,199,Canceled,2025-01-16,1791,12,2024
1093,Christina,Rodriguez,christina.rodriguez@ross-smith.com,Little-Ingram,anderson-miles.biz,2023-05-11,Enterprise,199,Canceled,2024-12-07,796,5,2023
1094,Michael,Parsons,michael.parsons@foster-garcia.info,"Wallace, Anderson and Li",mckenzie.com,2024-07-28,Starter,47,Canceled,2024-12-13,564,7,2024
1095,Derek,Wilson,derek.wilson@miller-jacobson.com,Edwards PLC,lang.com,2023-10-14,Enterprise,199,Canceled,2024-09-05,398,10,2023
1096,David,Price,david.price@garcia.com,"Bell, Brown and Flowers",jackson.biz,2024-04-09,Starter,47,Active,2024-11-13,799,4,2024
1097,Mary,Wade,mary.wade@singh.com,"Marquez, Joseph and Turner",gonzales-anderson.com,2023-09-02,Starter,47,Canceled,2024-02-05,376,9,2023
1098,Amanda,Ramirez,amanda.ramirez@lee.org,Shepherd Group,stanley.biz,2023-05-11,Starter,47,Canceled,2024-11-04,517,5,2023
1099,Samuel,Kelly,samuel.kelly@thomas-webb.org,Parrish-Lewis,olson.com,2024-10-09,Enterprise,199,Active,2024-11-11,4378,10,2024
1100,Justin,Morgan,justin.morgan@johnson.com,"Lopez, Hernandez and Miller",kaufman.com,2024-02-21,Professional,97,Active,2024-04-26,1067,2,2024
1101,Julie,Andrews,julie.andrews@wright-brown.com,"Bond, Shepherd and Ponce",ross.com,2024-07-25,Professional,97,Active,2024-11-13,1455,7,2024
1102,Karen,Cox,karen.cox@alvarez-bailey.org,"Barron, Solis and Waller",carter.com,2023-02-05,Starter,47,Canceled,2024-02-10,235,2,2023
1103,Shawn,Harris,shawn.harris@bryant-pineda.com,"Powers, Garcia and Holmes",baxter-guzman.com,2023-12-24,Professional,97,Active,2024-08-29,1164,12,2023
1104,Sarah,Carpenter,sarah.carpenter@jackson-pruitt.com,Gray and Sons,horn.com,2024-01-23,Starter,47,Active,2024-02-16,752,1,2024
1105,Jason,Clark,jason.clark@coleman.com,Stanley and Sons,rivera.org,2024-09-21,Professional,97,Active,2024-10-25,2328,9,2024
1106,Nathan,Arellano,nathan.arellano@shannon.org,"Lopez, Williams and Wall",austin.com,2023-04-14,Starter,47,Canceled,2023-06-29,564,4,2023
1107,Sarah,Hale,sarah.hale@lindsey.com,"Garza, Bryant and Washington",white.net,2024-01-28,Professional,97,Active,2024-05-11,1358,1,2024
1108,Troy,Wilson,troy.wilson@mccormick.com,Wagner Inc,douglas.com,2023-10-06,Professional,97,Canceled,2024-12-30,388,10,2023
1109,Brandon,Ramirez,brandon.ramirez@brown.biz,Davidson-Harvey,clark.com,2024-05-05,Enterprise,199,Canceled,2024-10-18,2189,5,2024
1110,Darrell,Brown,darrell.brown@hall-oconnor.com,Callahan-Watson,anderson.com,2024-05-16,Starter,47,Canceled,2024-09-17,188,5,2024
1111,Kimberly,Barajas,kimberly.barajas@trevino.biz,Frye-Hoffman,drake-cooper.info,2023-12-24,Starter,47,Canceled,2024-06-24,94,12,2023
1112,Kaitlyn,Durham,kaitlyn.durham@bailey-hernandez.com,"Woodard, Mason and Estrada",hicks.net,2023-05-02,Starter,47,Active,2023-09-19,658,5,2023
1113,Daniel,Brown,daniel.brown@reynolds.info,"Guerra, Christensen and Green",salinas.com,2023-12-10,Professional,97,Canceled,2024-07-18,194,12,2023
1114,Craig,Hill,craig.hill@dominguez.com,Clarke-Wilkinson,friedman.com,2023-11-15,Starter,47,Canceled,2024-12-27,188,11,2023
1115,Jake,Vaughn,jake.vaughn@bishop.com,Morris-Dixon,harding.com,2024-07-01,Professional,97,Canceled,2024-11-07,582,7,2024
1116,Kristina,Adams,kristina.adams@fuller.com,"Middleton, Dunn and Morgan",lopez.org,2024-08-07,Professional,97,Canceled,2024-11-04,970,8,2024
1117,Christine,Davis,christine.davis@scott.biz,"Smith, Martin and Thompson",vincent-molina.com,2023-10-26,Starter,47,Canceled,2024-12-08,329,10,2023
1118,Kurt,Klein,kurt.klein@campbell-michael.org,"Coleman, Jones and Johnson",white.org,2023-04-01,Enterprise,199,Active,2024-12-29,2388,4,2023
1119,Kimberly,Wright,kimberly.wright@brown.com,Patterson-Fleming,christian-morales.com,2023-04-02,Professional,97,Canceled,2024-11-03,582,4,2023
1120,Nicole,Alvarez,nicole.alvarez@dickerson-price.com,Jones Ltd,terry.biz,2024-07-26,Starter,47,Canceled,2024-09-19,329,7,2024
1121,Janice,Walker,janice.walker@huff-brown.net,Thompson-May,alexander.com,2025-01-04,Professional,97,Active,2025-01-06,1261,1,2025
1122,Anne,Norris,anne.norris@may.com,Kim-Mccarty,lucas.net,2023-06-16,Starter,47,Active,2024-02-04,564,6,2023
1123,Beverly,Miller,beverly.miller@stewart-gallagher.net,Massey-Lucas,johnson-white.biz,2024-04-17,Starter,47,Canceled,2024-10-01,235,4,2024
1124,Larry,Smith,larry.smith@payne.com,"Reed, Brown and Mitchell",mccullough.net,2024-06-30,Enterprise,199,Active,2024-11-28,2388,6,2024
1125,Gabriela,Stewart,gabriela.stewart@williams.com,Brown-Huynh,chen-hawkins.info,2024-12-31,Enterprise,199,Active,2025-01-16,398,12,2024
1126,Matthew,James,matthew.james@raymond.com,"Rodriguez, Key and Stanley",hampton.com,2023-11-12,Professional,97,Active,2025-01-03,1940,11,2023
1127,Stacey,Reid,stacey.reid@miller-beasley.com,Scott-Rodriguez,daniels.org,2025-01-17,Starter,47,Canceled,2025-01-17,329,1,2025
1128,Michael,Hull,michael.hull@schmidt-washington.info,"Matthews, Ortega and Chen",miller.net,2024-01-26,Enterprise,199,Canceled,2024-12-17,398,1,2024
1129,Christopher,Crosby,christopher.crosby@lane.net,"Clayton, Lester and Hahn",aguirre.com,2025-01-21,Enterprise,199,Canceled,2025-01-21,995,1,2025
1130,Cassandra,Wilson,cassandra.wilson@mccarthy.org,"Cherry, Rogers and Gardner",wilson.org,2024-11-18,Starter,47,Canceled,2024-11-19,47,11,2024
1131,Lauren,Ford,lauren.ford@garcia.com,"Boyd, Robbins and Ibarra",miller.com,2024-09-25,Starter,47,Canceled,2024-12-02,235,9,2024
1132,Alexander,Patel,alexander.patel@snyder.biz,"Hall, Guerrero and Young",sharp-walker.com,2024-10-26,Professional,97,Active,2025-01-14,2037,10,2024
1133,Chris,Andrade,chris.andrade@jones.info,Norton-Mcdaniel,parks.com,2024-07-08,Enterprise,199,Canceled,2024-08-27,398,7,2024
1134,Kristen,Herring,kristen.herring@jones.com,Mcdonald Group,ward.com,2024-06-07,Starter,47,Canceled,2024-11-24,94,6,2024
1135,Bonnie,Hernandez,bonnie.hernandez@andrews-miller.com,Jones Group,barber.org,2024-07-22,Starter,47,Active,2024-11-14,1128,7,2024
1136,James,Moore,james.moore@edwards-larsen.com,Kirk-Green,robertson-wells.info,2024-08-10,Starter,47,Active,2025-01-02,658,8,2024
1137,Michael,Johnson,michael.johnson@mitchell.com,"Mcclure, Valdez and Smith",smith.com,2023-05-15,Enterprise,199,Active,2023-08-21,796,5,2023
